FIPS,population,cases,new_cases_last_week,new_cases_2_week_ago,deaths
48421,3022,118,4,6,11
48423,232751,15406,1553,858,309
48425,9128,883,23,83,8
48427,64633,7460,438,594,214
48429,9366,629,17,32,19
48431,1291,97,2,0,4
48433,1350,134,12,16,4
48435,3776,406,16,0,6
48437,7397,682,20,36,14
48439,2102515,195518,16541,17877,1798
48441,138034,13275,934,631,263
48443,776,73,1,0,1
48445,12337,1475,8,40,46
48447,1501,56,1,0,3
48449,32750,3137,157,211,60
48451,119200,11547,556,1058,204
48453,1273954,61468,4643,4321,626
48455,14651,503,47,60,12
48457,21672,999,17,97,19
48459,41753,2595,339,343,42
48461,3657,286,12,12,7
48463,26741,2733,377,360,48
48465,49025,6331,1053,732,158
48467,56590,3154,442,189,77
48469,92084,6672,274,365,134
48471,72971,7008,373,457,93
48473,55246,2659,240,216,27
48475,11998,953,61,55,13
48477,35882,1668,44,160,69
48479,276652,34690,5089,1250,513
48481,41556,2988,223,191,84
48483,5056,431,19,52,9
48485,132230,13325,730,1399,260
48487,12769,1707,150,89,41
48489,21358,1970,109,96,69
48491,590551,29796,2151,3523,269
48493,51070,2790,206,320,41
48495,8010,639,32,49,15
48497,69984,5384,249,606,84
48499,45539,2553,270,189,85
48501,8713,801,1,20,24
48503,18010,1685,81,66,32
48505,14179,1338,84,234,20
48507,11840,1208,119,117,28
49001,6710,491,22,52,3
49003,56046,4312,227,408,29
49005,128289,12925,636,920,22
49007,20463,1208,56,53,7
49009,950,33,3,4,0
49011,355481,29894,1377,2648,108
49013,19938,1064,27,123,8
49015,10012,636,10,61,7
49017,5051,383,11,34,8
49019,9754,542,40,34,1
49021,54839,4119,329,272,20
49023,12017,1011,89,131,10
49025,7886,383,13,14,3
49027,13188,1265,77,191,5
49029,12124,1025,44,93,7
49031,1479,92,10,11,2
49033,2483,90,8,4,0
49035,1160437,123304,4873,7526,626
49037,15308,1672,116,105,35
49039,30939,3061,414,368,14
49041,21620,1679,119,175,7
49043,42145,4196,341,384,6
49045,72259,5547,357,451,17
49047,35734,1548,83,126,16
49049,636235,79680,4548,5407,253
49051,34091,3771,213,226,16
49053,177556,17502,841,1253,151
49055,2711,94,18,6,0
49057,260213,23592,1237,2196,123
50001,36777,527,63,87,5
50003,35470,784,128,93,3
50005,29993,307,18,28,4
50007,163774,3636,375,309,78
50009,6163,111,10,10,0
50011,49402,673,33,68,33
50013,7235,78,5,5,0
50015,25362,312,33,16,1
50017,28892,392,24,19,1
50019,27037,326,14,6,5
50021,58191,673,89,92,9
50023,58409,1042,80,33,11
50025,42222,709,57,95,9
50027,55062,743,145,95,4
51001,32316,2176,120,152,31
51003,109330,3575,244,278,34
51005,14860,1014,95,110,28
51007,13145,553,83,56,7
51009,31605,2049,262,166,10
51011,15911,1088,155,124,7
51013,236842,10860,658,733,189
51015,75558,4410,350,544,42
51017,4147,232,20,60,0
51019,78997,4517,609,392,33
51021,6280,584,38,58,7
51023,33419,1684,136,134,18
51025,16231,936,102,80,7
51027,21004,1001,31,152,26
51029,17148,1648,87,175,14
51031,54885,3113,500,289,28
51033,30725,1370,144,131,12
51035,29791,1861,118,165,53
51036,6963,307,37,31,9
51037,11880,527,98,43,10
51041,352802,16897,1993,1226,193
51043,14619,541,78,53,7
51045,5131,189,27,5,2
51047,52605,3520,179,245,30
51049,9932,271,38,23,4
51051,14318,785,30,86,11
51053,28544,1277,173,116,17
51057,10953,482,35,47,3
51059,1147532,54918,4640,3669,733
51061,71222,3143,270,358,30
51063,15749,633,48,55,18
51065,27270,1012,78,111,11
51067,56042,3001,255,202,28
51069,89313,4955,483,455,38
51071,16720,849,75,134,6
51073,37348,1262,149,121,14
51075,23753,888,122,67,7
51077,15550,972,84,68,26
51079,19819,736,54,82,4
51081,11336,1140,66,23,17
51083,33911,1756,319,173,47
51085,107766,5235,405,643,83
51087,330818,16396,1658,1562,319
51089,50557,3391,267,331,64
51091,2190,69,7,0,0
51093,37109,1911,165,140,34
51095,76523,2825,437,318,36
51097,7025,225,24,12,2
51099,26836,1007,140,131,10
51101,17148,627,67,51,5
51103,10603,476,45,59,3
51105,23423,1930,140,188,33
51107,413538,17236,1632,1125,170
51109,37591,1299,140,148,11
51111,12196,502,51,22,3
51113,13261,399,35,45,5
51115,8834,387,25,34,4
51117,30587,1590,113,131,43
51119,10582,356,39,25,14
51121,98535,5894,236,298,54
51125,14930,523,77,43,4
51127,23091,902,70,118,7
51131,11710,573,50,29,32
51133,12095,529,37,45,11
51135,15232,1518,175,177,25
51137,37051,1351,154,189,16
51139,23902,1405,161,148,37
51141,17608,939,48,101,28
51143,60354,3679,399,330,41
51145,29652,1161,172,113,6
51147,22802,1448,216,114,19
51149,38353,2187,196,109,9
51153,470335,32237,3441,2240,278
51155,34027,1947,133,226,38
51157,7370,219,28,23,2
51159,9023,1164,165,90,6
51161,94186,5819,512,421,73
51163,22573,904,92,152,21
51165,81948,5097,415,580,63
51167,26586,1859,102,191,21
51169,21566,1405,55,91,40
51171,43616,2941,301,338,83
51173,30104,2249,136,243,63
51175,17631,1595,73,240,45
51177,136215,6256,706,576,75
51179,152882,6887,763,648,35
51181,6422,294,28,11,5
51183,11159,863,102,22,14
51185,40595,2890,174,368,28
51187,40164,1729,154,202,36
51191,53740,3765,308,341,66
51193,18015,892,81,50,12
51195,37383,2526,120,251,74
51197,28684,1631,110,147,31
51199,68280,2099,213,220,13
51510,159428,8810,562,513,96
51520,16762,1129,66,102,20
51530,6478,647,54,73,9
51540,47266,2586,127,138,35
51550,244835,13055,2522,782,115
51570,17370,897,156,66,30
51580,5538,526,47,62,4
51590,40044,3167,281,310,63
51595,5346,514,52,43,30
51600,24019,373,33,13,10
51610,14617,243,35,21,6
51620,7967,772,52,22,19
51630,29036,1310,137,100,13
51640,6347,932,38,50,38
51650,134510,6094,814,666,57
51660,53016,5080,220,292,55
51670,22529,1381,256,139,12
51678,7446,740,54,82,14
51680,82168,5514,554,413,60
51683,41085,3458,291,175,30
51685,17478,1041,42,52,8
51690,12554,1263,115,84,29
51700,179225,8101,947,704,76
51710,242742,11392,1012,942,123
51720,3981,224,15,18,3
51730,31346,2171,427,217,35
51735,12271,489,65,49,7
51740,94398,5878,487,505,94
51750,18249,1726,78,90,9
51760,230436,11529,971,933,118
51770,99143,6205,463,380,111
51775,25301,1582,165,98,32
51790,24932,2070,192,195,49
51800,92108,5030,442,392,101
51810,449974,23074,2295,2320,180
51820,22630,1662,201,167,19
51830,14954,417,25,28,8
51840,28078,2024,183,125,19
53001,19983,1721,37,120,17
53003,22582,1147,115,123,25
53005,204390,13529,812,1658,178
53007,77200,5467,263,617,42
53009,77331,840,60,113,4
53011,488241,16300,1290,2627,165
53013,3985,93,1,10,4
53015,110593,3203,437,575,34
53017,43429,3916,1131,348,17
53019,7627,195,7,27,4
53021,95222,9753,432,995,87
53023,2225,102,3,20,4
53025,97733,6773,392,786,52
53027,75061,2737,177,761,28
53029,85141,1095,59,141,22
53031,32221,273,19,42,2
53033,2252782,73667,4868,9215,1152
53035,271473,4748,393,801,52
53037,47935,1976,125,313,30
53039,22425,569,29,90,3
53041,80707,2996,265,595,36
53043,10939,293,16,47,5
53045,66768,1969,142,387,16
53047,42243,1939,69,261,30
53049,22471,604,26,57,8
53051,13724,527,28,88,4
53053,904980,31164,2421,4655,415
53055,17582,89,5,11,0
53057,129205,3812,260,555,46
53059,12083,229,16,40,1
53061,822083,26363,1747,4219,442
53063,522798,31031,2539,4635,415
53065,45723,1358,87,164,19
53067,290536,5805,471,923,60
53069,4488,63,6,11,0
53071,60760,4126,285,613,44
53073,229247,4894,760,842,56
53075,50104,3019,117,255,35
53077,250873,23145,1490,3583,345
54001,16441,1003,49,242,15
54003,119171,8091,975,1665,72
54005,21457,1292,126,220,28
54007,13957,676,73,363,1
54009,21939,1764,161,388,47
54011,91945,6458,579,1210,132
54013,7109,188,25,36,0
54015,8508,301,23,46,4
54017,8448,365,69,82,4
54019,42406,2167,197,427,58
54021,7823,534,66,173,6
54023,11568,921,70,175,19
54025,34662,2056,295,554,47
54027,23175,1231,112,290,24
54029,28810,2318,192,502,76
54031,13776,1087,184,231,14
54033,67256,4021,508,952,43
54035,28576,1488,160,291,42
54037,57146,3019,323,527,31
54039,178124,10336,870,1554,243
54041,15907,729,97,194,11
54043,20409,1035,148,196,9
54045,32019,2128,246,442,66
54047,17624,1135,68,312,8
54049,56072,2914,583,-378,23
54051,30531,2554,236,365,60
54053,26516,1366,202,1359,26
54055,58758,3690,374,1056,72
54057,26868,2318,89,178,73
54059,23424,1770,164,343,20
54061,105612,6500,575,1102,55
54063,13275,804,82,176,11
54065,17884,819,94,177,10
54067,24496,937,144,215,9
54069,41411,3076,296,482,57
54071,6969,460,76,130,3
54073,7460,721,45,323,11
54075,8247,511,106,60,9
54077,33432,2234,302,580,34
54079,56450,3520,277,526,66
54081,73361,3673,520,666,38
54083,28695,1933,568,280,8
54085,9554,497,70,101,8
54087,13688,403,60,75,6
54089,12573,633,101,143,19
54091,16695,910,104,202,15
54093,6839,417,18,90,7
54095,8591,492,61,124,3
54097,24176,1274,121,358,19
54099,39402,2109,203,338,26
54101,8114,221,36,54,0
54103,15065,884,93,176,18
54105,5821,293,42,72,1
54107,83518,6107,509,1275,83
54109,20394,1426,199,222,25
55001,20220,1578,34,84,11
55003,15562,1163,42,50,16
55005,45244,5034,161,190,65
55007,15036,1055,43,35,18
55009,264542,30373,912,1136,178
55011,13031,1218,89,80,7
55013,15414,1180,22,39,23
55015,50089,5485,154,195,39
55017,64658,6684,224,265,72
55019,34774,3351,74,150,54
55021,57532,4995,174,207,38
55023,16131,1664,19,31,14
55025,546695,38001,1030,1597,218
55027,87839,11623,206,265,133
55029,27668,2468,110,140,16
55031,43150,3972,190,183,18
55033,45368,4175,148,197,25
55035,104646,10415,303,452,92
55037,4295,446,7,13,12
55039,103403,12164,290,445,73
55041,9004,960,6,38,22
55043,51439,4915,118,183,78
55045,36960,2635,93,119,11
55047,18913,1834,32,54,14
55049,23678,1847,35,61,8
55051,5687,559,14,11,19
55053,20643,2538,27,81,20
55055,84769,8071,258,351,64
55057,26687,2878,118,192,14
55059,169561,15559,521,663,250
55061,20434,2400,80,89,26
55063,118016,11696,332,598,67
55065,16665,1463,50,36,7
55067,19189,2014,23,54,30
55069,27593,2898,64,150,51
55071,78981,7714,252,333,57
55073,135692,14184,357,519,167
55075,40350,4163,105,107,55
55077,15574,1382,23,37,20
55078,4556,774,13,27,11
55079,945726,99867,2693,3814,1102
55081,46253,3943,141,194,27
55083,37930,4459,99,168,44
55085,35595,3155,70,122,49
55087,187885,19695,708,755,170
55089,89221,7897,267,327,63
55091,7287,775,22,35,7
55093,42754,3952,65,157,32
55095,43783,3459,112,194,36
55097,70772,6383,130,267,57
55099,13351,1102,42,39,7
55101,196311,21574,543,1133,280
55103,17252,1220,12,53,13
55105,163354,14585,496,740,131
55107,14178,1234,30,30,14
55109,90687,7249,234,303,35
55111,64442,5111,125,193,34
55113,16558,1370,44,76,17
55115,40899,4876,95,161,64
55117,115340,12798,305,443,109
55119,20343,1914,57,37,19
55121,29649,3290,78,128,33
55123,30822,1728,40,88,32
55125,22195,1909,72,78,31
55127,103868,10502,287,430,113
55129,15720,1228,43,58,15
55131,136034,14496,400,630,110
55133,404198,41567,1267,1801,399
55135,50990,5257,164,193,103
55137,24443,2218,55,55,24
55139,171907,18406,474,526,166
55141,72999,6521,148,258,63
56001,38880,3681,47,93,10
56003,11790,921,35,93,22
56005,46341,4520,121,143,45
56007,14800,1099,19,33,16
56009,13822,889,24,45,13
56011,7584,402,5,6,9
56013,39261,4289,84,61,71
56015,13211,1091,36,24,19
56017,4413,339,55,28,2
56019,8445,600,36,-1,9
56021,99500,7813,231,311,75
56023,19830,1073,34,92,11
56025,79858,7224,331,245,103
56027,2356,145,2,2,2
56029,29194,2469,155,197,16
56031,8393,538,42,45,9
56033,30485,2802,90,114,17
56035,9831,634,7,25,7
56037,42343,3329,119,154,26
56039,23464,2769,272,127,4
56041,20226,1843,79,97,9
56043,7805,846,21,25,23
56045,6927,606,5,8,4
