FIPS,population,cases,new_cases_last_week,new_cases_2_week_ago,deaths
19137,9917,848,35,55,22
19139,42664,3889,138,157,77
19141,13753,1692,32,51,54
19143,5958,638,10,14,9
19145,15107,1442,23,46,15
19147,8886,904,27,56,9
19149,25177,3498,45,96,68
19151,6619,776,14,45,11
19153,490161,45602,1715,1864,449
19155,93206,8959,219,427,112
19157,18504,1325,43,58,24
19159,4894,433,31,29,9
19161,9721,1109,28,36,15
19163,172943,15418,450,654,163
19165,11454,1020,32,42,26
19167,34855,4544,71,100,57
19169,97117,8658,259,308,34
19171,16854,1866,38,55,57
19173,6121,591,10,24,9
19175,12241,1082,20,38,22
19177,7044,496,16,18,12
19179,34969,3429,131,123,98
19181,51466,4413,274,280,38
19183,21965,2170,94,125,32
19185,6441,414,3,29,21
19187,35904,4684,98,151,71
19189,10354,1188,35,34,29
19191,19991,1553,81,68,19
19193,103107,12972,216,404,175
19195,7381,606,32,37,3
19197,12562,1636,49,43,24
20001,12369,837,70,113,1
20003,7858,715,41,107,0
20005,16073,1372,40,80,10
20007,4427,337,16,36,2
20009,25779,2435,76,152,21
20011,14534,1164,83,164,3
20013,9564,1147,30,86,29
20015,66911,6429,352,672,42
20017,2648,221,4,11,2
20019,3250,219,8,41,3
20021,19939,2046,87,203,15
20023,2657,330,9,29,11
20025,1994,220,13,14,5
20027,8002,710,12,65,21
20029,8786,927,34,27,1
20031,8179,584,26,43,12
20033,1700,153,0,2,8
20035,34908,3153,191,390,10
20037,38818,3966,169,404,35
20039,2827,241,4,8,7
20041,18466,1488,95,155,27
20043,7600,843,33,65,7
20045,122259,7617,330,595,36
20047,2798,234,4,15,0
20049,2530,149,13,28,0
20051,28553,3388,65,84,47
20053,6102,1141,26,46,4
20055,36467,5805,91,153,43
20057,33619,5396,59,173,10
20059,25544,2102,64,239,19
20061,31670,2528,429,250,18
20063,2636,356,14,8,22
20065,2482,233,14,10,2
20067,7150,936,3,9,15
20069,5988,570,17,30,7
20071,1232,100,2,3,0
20073,5982,547,42,105,2
20075,2539,195,1,3,0
20077,5436,532,42,50,16
20079,34429,3218,177,343,36
20081,3968,397,14,15,2
20083,1794,169,2,6,4
20085,13171,1204,44,93,10
20087,19043,1447,102,125,24
20089,2879,182,2,26,3
20091,602401,46009,2559,3482,533
20093,3838,533,13,22,9
20095,7152,623,23,36,10
20097,2475,232,10,36,4
20099,19618,2323,111,329,25
20101,1535,115,2,2,3
20103,81758,5780,268,340,42
20105,2962,240,5,20,3
20107,9703,659,42,92,1
20109,2794,284,5,8,0
20111,33195,3717,107,179,67
20113,28542,2796,179,289,48
20115,11884,871,76,115,6
20117,9707,944,14,27,22
20119,4033,445,20,22,4
20121,34237,2221,88,277,19
20123,5979,536,12,77,13
20125,31829,2785,178,363,6
20127,5620,478,0,66,17
20129,2587,220,8,17,8
20131,10231,1404,16,32,50
20133,16007,1516,80,176,16
20135,2750,332,5,4,15
20137,5361,1193,0,0,27
20139,15949,1016,47,102,8
20141,3421,261,21,60,0
20143,5704,480,22,34,0
20145,6414,1077,32,60,8
20147,5234,637,24,30,18
20149,24383,1360,81,167,6
20151,9164,761,26,28,21
20153,2530,329,0,23,7
20155,61998,7682,240,354,111
20157,4636,636,9,46,12
20159,9537,939,38,95,1
20161,74232,5597,213,455,23
20163,4920,589,20,89,9
20165,3036,400,30,13,0
20167,6856,781,5,55,21
20169,54224,5233,235,573,83
20171,4823,536,11,20,16
20173,516042,47003,2399,4313,345
20175,21428,3694,33,25,28
20177,176875,14169,795,1259,263
20179,2521,408,9,18,0
20181,5917,573,13,7,9
20183,3583,239,5,29,1
20185,4156,321,8,27,9
20187,2006,169,4,0,2
20189,5485,515,7,28,1
20191,22836,1702,130,164,27
20193,7777,1006,16,48,9
20195,2803,354,16,34,1
20197,6931,562,45,44,4
20199,1518,167,0,9,0
20201,5406,476,19,41,8
20203,2119,209,6,14,5
20205,8525,792,44,97,10
20207,3138,172,28,23,0
20209,165429,17419,625,1079,210
21001,19202,1354,45,49,43
21003,21315,1422,79,121,20
21005,22747,1278,82,165,5
21007,7888,284,17,18,3
21009,44249,3097,218,125,35
21011,12500,634,22,24,10
21013,26032,2250,140,199,32
21015,133581,9730,818,781,46
21017,19788,1252,110,171,1
21019,46718,3900,228,453,33
21021,30060,2832,64,445,14
21023,8303,395,51,28,3
21025,12630,773,50,100,3
21027,20477,884,75,94,5
21029,81676,5018,262,389,33
21031,12879,1008,66,74,17
21033,12747,1071,62,53,18
21035,39001,2911,229,160,30
21037,93584,6002,677,421,34
21039,4760,396,26,30,1
21041,10631,750,58,60,8
21043,26797,1668,111,147,18
21045,16159,957,51,28,27
21047,70461,5295,302,522,60
21049,36263,1944,221,135,16
21051,19901,2061,75,191,15
21053,10218,1138,108,95,20
21055,8806,477,20,86,5
21057,6614,528,34,52,6
21059,101511,7487,568,723,107
21061,12150,641,27,45,13
21063,7517,883,26,67,1
21065,14106,813,57,47,0
21067,323152,27435,1390,1856,161
21069,14581,891,50,118,6
21071,35589,2397,207,235,16
21073,50991,2643,208,145,23
21075,5969,411,24,23,4
21077,8869,529,42,28,13
21079,17666,1153,64,94,4
21081,25069,1509,108,93,10
21083,37266,3401,246,288,55
21085,26427,1564,98,98,37
21087,10941,858,31,55,11
21089,35098,2852,160,305,21
21091,8722,646,63,96,11
21093,110958,7278,408,614,55
21095,26010,1990,111,227,27
21097,18886,1195,151,164,2
21099,19035,1440,79,44,12
21101,45210,3655,216,239,49
21103,16126,978,49,80,5
21105,4380,255,20,4,7
21107,44686,3285,196,315,101
21109,13329,1058,53,88,23
21111,766757,60900,3454,3884,602
21113,54115,3202,234,207,48
21115,22188,1437,86,124,16
21117,166998,11485,1080,931,78
21119,14806,852,39,52,14
21121,31145,2316,195,217,10
21123,14398,961,35,56,6
21125,60813,4668,350,416,17
21127,15317,1001,54,163,5
21129,7403,1106,22,29,18
21131,9877,640,51,60,2
21133,21553,1378,89,130,5
21135,13275,938,33,77,28
21137,24549,1741,87,130,28
21139,9194,587,30,29,15
21141,27102,2013,96,136,43
21143,8210,385,18,25,11
21145,65418,4937,225,238,47
21147,17231,1317,61,105,9
21149,9207,691,48,56,21
21151,92987,6930,399,364,46
21153,12161,780,29,24,1
21155,19273,1764,72,103,20
21157,31100,2000,143,190,27
21159,11195,786,45,53,10
21161,17070,1131,96,83,24
21163,28572,1437,96,118,5
21165,6489,277,12,37,3
21167,21933,1967,287,168,11
21169,10071,710,25,44,12
21171,10650,1096,36,81,32
21173,28157,1807,146,139,16
21175,13309,1709,341,61,0
21177,30622,2383,112,227,37
21179,46233,3625,231,267,23
21181,7269,390,27,67,5
21183,23994,1921,160,177,33
21185,66799,5909,1167,572,54
21187,10901,504,26,18,7
21189,4415,360,12,29,10
21191,14590,752,57,38,1
21193,25758,1873,114,136,17
21195,57876,3974,394,424,38
21197,12359,811,42,36,0
21199,64979,4670,461,363,59
21201,2108,163,3,13,8
21203,16695,1109,84,124,12
21205,24460,1563,122,116,3
21207,17923,1295,76,54,34
21209,57004,3130,247,197,24
21211,49024,3585,205,236,30
21213,18572,1416,71,97,15
21215,19351,1192,66,72,5
21217,25769,2139,159,147,23
21219,12294,871,42,98,16
21221,14651,871,83,58,4
21223,8471,480,38,39,2
21225,14381,1103,60,49,9
21227,132896,12301,667,775,88
21229,12095,1039,68,60,16
21231,20333,1707,113,152,20
21233,12942,974,65,90,14
21235,36264,3328,169,308,14
21237,7157,365,18,23,4
21239,26734,1598,120,150,4
22001,62045,5600,136,383,173
22003,25627,2672,84,119,76
22005,126604,9570,652,684,132
22007,21891,1657,110,118,29
22009,40144,3225,155,280,100
22011,37497,2376,90,315,59
22013,13241,1393,36,110,63
22015,127039,10712,452,904,222
22017,240204,21115,1038,1538,576
22019,203436,16266,738,1467,310
22021,9918,1013,15,77,23
22023,6973,453,25,37,4
22025,9494,980,23,103,29
22027,15670,1279,51,177,47
22029,19259,1638,61,113,48
22031,27463,2088,113,157,55
22033,440059,30414,2108,1804,641
22035,6861,1043,22,61,19
22037,19135,2701,98,97,98
22039,33395,2953,114,210,68
22041,20015,2269,75,150,94
22043,22389,1745,56,189,42
22045,69830,5651,225,497,132
22047,32511,3080,168,170,77
22049,15744,1526,30,106,41
22051,432493,38037,2214,3001,737
22053,31368,2569,82,171,72
22055,244390,19427,749,1544,218
22057,97614,7480,393,542,170
22059,14892,1275,29,71,29
22061,46742,3761,149,220,80
22063,140789,10471,599,735,144
22065,10951,1480,44,116,26
22067,24874,2452,101,256,57
22069,38158,3404,115,358,69
22071,390144,24703,1172,1934,702
22073,153279,16181,627,1296,347
22075,23197,1980,75,161,22
22077,21730,2161,79,177,62
22079,129648,9987,466,994,237
22081,8442,749,29,38,29
22083,20122,2031,111,130,42
22085,23884,2395,89,203,47
22087,47244,2941,164,327,41
22089,53100,4438,308,334,80
22091,10132,805,32,54,7
22093,21096,1617,93,142,45
22095,42837,3053,106,234,124
22097,82124,7466,253,517,216
22099,53431,4388,201,278,98
22101,49348,3555,136,326,107
22103,260419,19538,1937,1739,403
22105,134758,10345,545,599,211
22107,4334,331,39,18,5
22109,110461,7638,424,785,163
22111,22108,2127,77,198,71
22113,59511,4259,291,378,95
22115,47429,2542,102,343,82
22117,46194,3633,220,197,102
22119,38340,3431,157,404,78
22121,26465,2177,151,136,50
22123,10830,1081,50,97,36
22125,15568,1032,32,55,28
22127,13904,1320,40,56,34
23001,108277,3370,96,476,48
23003,67055,943,15,280,24
23005,295003,8982,168,1226,115
23007,30199,539,14,57,7
23009,54987,655,8,89,23
23011,122302,2372,100,336,35
23013,39772,450,14,45,4
23015,34634,376,9,42,2
23017,57975,1472,59,188,29
23019,152148,2682,66,484,32
23021,16785,150,1,22,1
23023,35856,568,29,79,1
23025,50484,902,28,87,24
23027,39715,413,2,22,18
23029,31379,462,7,72,5
23031,207641,6788,198,1263,85
24001,70416,5956,171,298,166
24003,579234,30355,1939,2341,424
24005,827370,44391,1886,2457,1068
24009,92525,3099,316,241,49
24011,33406,1665,109,112,13
24013,168447,6397,382,485,181
24015,102855,4438,313,325,92
24017,163257,7303,485,474,136
24019,31929,1864,219,124,26
24021,259547,14447,946,1418,224
24023,29014,1728,94,119,57
24025,255441,10396,657,745,190
24027,325690,13592,729,899,195
24029,19422,949,72,84,30
24031,1050688,54835,2820,3523,1240
24033,909327,63592,3087,3594,1179
24035,50381,2196,182,204,33
24037,113510,4161,343,302,96
24039,25616,2109,87,126,24
24041,37181,1525,105,135,16
24043,151049,10625,773,1256,187
24045,103609,5791,405,447,103
24047,52276,2831,217,275,69
24510,593490,35941,1498,1859,779
25001,212990,7499,814,1022,303
25003,124944,4081,400,662,187
25005,565217,45439,3541,6738,1242
25007,17332,676,61,117,0
25009,789034,71834,4359,9295,1862
25011,70180,1615,125,164,95
25013,466372,33547,2512,4667,1138
25015,160830,5081,416,851,220
25017,1611699,93861,5997,11277,2969
25019,11399,990,50,156,2
25021,706775,35740,2887,5326,1400
25023,521202,32246,2811,4566,1104
25025,803907,66066,3825,7033,1490
25027,830622,54092,3744,6364,1729
26001,10405,387,7,27,20
26003,9108,378,28,17,3
26005,118081,6550,266,326,93
26007,28405,1365,52,86,42
26009,23324,790,36,82,16
26011,14883,678,27,32,24
26013,8209,570,4,19,29
26015,61550,3353,113,164,39
26017,103126,6881,155,340,236
26019,17766,794,33,67,28
26021,153401,10271,290,430,212
26023,43517,3459,112,173,75
26025,134159,8501,228,266,205
26027,51787,3561,101,179,56
26029,26143,935,29,25,11
26031,25276,837,30,29,33
26033,37349,1644,31,177,18
26035,30950,1391,51,52,58
26037,79595,4491,115,375,52
26039,14029,521,16,35,5
26041,35784,3025,44,75,79
26043,25239,2283,25,75,70
26045,110268,5444,205,377,117
26047,33415,1332,39,57,34
26049,405813,23602,593,791,684
26051,25449,1346,40,83,37
26053,13975,1090,41,21,40
26055,93088,3685,206,238,54
26057,40711,2591,59,89,91
26059,45605,2989,100,183,67
26061,35684,2326,107,114,34
26063,30981,1841,84,122,52
26065,292406,14155,469,702,236
26067,64697,3828,116,257,57
26069,25127,1208,23,44,58
26071,11066,890,23,29,37
26073,69872,3739,52,158,62
26075,158510,8550,215,482,194
26077,265066,13643,328,677,284
26079,18038,526,9,16,14
26081,656955,47486,1101,2089,612
26083,2116,116,16,12,2
26085,11853,338,15,8,10
26087,87607,4432,97,179,107
26089,21761,764,53,41,9
26091,98451,5245,313,414,81
26093,191995,9044,318,580,95
26095,6229,199,3,3,0
26097,10799,406,9,14,3
26099,873972,53699,1177,2010,1767
26101,24558,711,35,38,18
26103,66699,3794,66,101,54
26105,29144,1120,44,56,23
26107,43453,1796,35,82,15
26109,22780,1800,23,74,36
26111,83156,4524,141,257,52
26113,15118,612,29,82,14
26115,150500,8690,306,564,173
26117,63888,3255,81,160,78
26119,9328,341,8,40,13
26121,173566,10016,154,313,282
26123,48980,2513,85,121,40
26125,1257584,67674,1837,3027,1812
26127,26467,1748,42,65,44
26129,20997,1006,11,47,31
26131,5720,321,8,3,16
26133,23460,949,25,41,19
26135,8241,340,9,20,19
26137,24668,1072,19,14,25
26139,291830,20333,568,832,311
26141,12592,588,10,33,22
26143,24019,1046,14,39,28
26145,190539,13585,346,559,453
26147,159128,7901,181,488,205
26149,60964,4158,168,218,67
26151,41170,1740,73,85,70
26153,8094,246,1,16,5
26155,68122,3366,114,170,65
26157,52245,2946,55,151,116
26159,75677,4532,98,248,91
26161,367601,15517,466,816,218
26163,1749343,92976,2298,3577,3857
26165,33631,1192,71,68,20
27001,15886,1084,27,24,33
27003,356921,30999,524,1030,364
27005,34423,2849,66,74,39
27007,47188,3103,77,102,47
27009,40889,4201,93,178,86
27011,4991,457,7,21,3
27013,67653,5410,104,177,33
27015,25008,2151,38,63,34
27017,35871,2800,46,121,43
27019,105089,6948,121,229,36
27021,29779,2076,64,64,23
27023,11800,1313,10,33,32
27025,56579,4527,85,224,32
27027,64222,6532,140,177,80
27029,8818,685,6,21,14
27031,5463,114,3,5,0
27033,11196,1272,30,20,18
27035,65055,4827,105,135,74
27037,429021,33072,742,1468,340
27039,20934,1347,62,82,4
27041,38141,3741,58,125,66
27043,13653,1059,37,76,16
27045,21067,1235,44,69,5
27047,30281,2453,163,172,21
27049,46340,3479,112,221,58
27051,5972,429,7,25,8
27053,1265843,93101,1809,3350,1480
27055,18600,1359,54,79,13
27057,21491,1493,40,36,38
27059,40596,2828,47,119,41
27061,45130,2845,57,68,43
27063,9846,856,26,30,10
27065,16337,978,17,22,18
27067,43199,5543,55,83,71
27069,4298,372,14,2,19
27071,12229,596,24,13,10
27073,6623,657,9,37,16
27075,10641,637,33,35,15
27077,3740,195,23,9,1
27079,28887,2100,42,80,15
27081,5639,484,7,17,1
27083,25474,3022,46,89,36
27085,35893,3253,45,89,45
27087,5527,410,4,7,7
27089,9336,702,6,16,15
27091,19683,1700,36,59,26
27093,23222,1997,30,45,33
27095,26277,2142,32,69,46
27097,33386,3117,49,117,44
27099,40062,3655,118,102,29
27101,8194,881,32,51,5
27103,34274,2246,46,84,36
27105,21629,3708,81,63,46
27107,6375,424,4,7,8
27109,158293,10484,395,697,75
27111,58746,4571,107,162,67
27113,14119,992,53,20,15
27115,29579,2667,51,119,13
27117,9126,944,31,23,23
27119,31364,3286,31,44,58
27121,11249,738,6,11,5
27123,550321,40016,830,1437,739
27125,4055,317,3,6,4
27127,15170,1397,31,28,27
27129,14548,1375,21,42,39
27131,66972,6068,177,226,68
27133,9315,1102,28,37,12
27135,15165,1654,13,24,16
27137,199070,13690,332,653,241
27139,149013,11954,251,468,96
27141,97238,8213,131,301,65
27143,14865,1085,16,49,7
27145,161075,17871,271,516,187
27147,36649,2737,91,69,9
27149,9805,701,11,14,8
27151,9266,834,13,27,18
27153,24664,2317,21,43,30
27155,3259,250,12,19,3
27157,21627,1708,64,109,3
27159,13682,1201,24,41,16
27161,18612,1893,25,94,16
27163,262440,20164,477,823,228
27165,10897,1066,17,16,8
27167,6207,625,17,19,9
27169,50484,3896,107,156,46
27171,138377,11614,213,411,104
27173,9709,937,16,43,14
28001,30693,2070,89,91,70
28003,36953,2654,123,244,53
28005,12297,984,40,62,26
28007,18174,1942,46,140,59
28009,8259,820,32,61,23
28011,30628,3997,129,286,109
28013,14361,1365,69,104,21
28015,9947,1048,32,48,21
28017,17103,1850,75,137,44
28019,8210,609,27,55,13
28021,8988,866,35,54,25
28023,15541,1398,66,77,62
28025,19316,1598,74,140,33
28027,22124,2410,241,117,54
28029,28065,2427,93,105,49
28031,18636,2146,109,163,71
28033,184945,17257,782,1299,180
28035,74897,6009,254,406,120
28037,7713,667,27,46,15
28039,24500,1998,69,75,39
28041,13586,1104,33,51,29
28043,20758,2194,78,100,71
28045,47632,2744,361,275,59
28047,208080,13567,1120,1146,194
28049,231840,16331,772,1009,322
28051,17010,1687,22,58,67
28053,8064,831,37,56,24
28055,1327,159,5,4,6
28057,23390,2637,112,220,59
28059,143617,10453,653,589,184
28061,16383,1727,119,173,36
28063,6990,549,37,26,19
28065,11128,853,31,48,26
28067,68098,6434,435,445,112
28069,9742,776,31,60,20
28071,54019,4991,248,281,93
28073,63343,4885,257,411,65
28075,74125,5902,361,404,186
28077,12586,1029,50,31,17
28079,22786,2317,78,141,65
28081,85436,8864,338,706,141
28083,28183,3041,115,214,107
28085,34153,2980,118,240,85
28087,58595,5405,315,546,116
28089,106272,8314,421,590,164
28091,24573,2130,139,121,73
28093,35294,3440,149,212,66
28095,35252,3558,149,342,105
28097,9775,1098,32,65,34
28099,29118,3396,146,178,152
28101,21018,1934,131,123,44
28103,10417,1108,37,105,22
28105,49587,3953,152,308,81
28107,34192,3723,214,251,79
28109,55535,3301,241,363,100
28111,11973,1026,54,79,31
28113,39288,2637,138,169,78
28115,32174,3678,146,219,53
28117,25126,2465,97,208,52
28119,6792,696,43,33,8
28121,155271,10804,603,851,212
28123,28124,2480,133,132,46
28125,4321,431,17,21,17
28127,26658,2364,92,171,67
28129,15916,1214,64,92,24
28131,18336,1447,80,127,21
28133,25110,2866,142,184,71
28135,13809,1419,69,79,34
28137,28321,2731,130,152,62
28139,22015,2430,155,145,50
28141,19383,1893,128,101,61
28143,9632,873,42,53,21
28145,28815,3459,164,374,60
28147,14286,1123,38,74,36
28149,45381,3548,269,393,98
28151,43909,4803,138,330,124
28153,20183,2029,125,159,32
28155,9689,928,46,123,24
28157,8630,587,24,19,25
28159,17955,2016,68,91,66
28161,12108,1178,67,92,34
28163,29690,2470,147,130,56
29001,25343,1880,81,125,6
29003,17712,1211,19,73,16
29005,5143,286,2,3,6
29007,25388,1954,38,215,44
29009,35789,2039,104,96,39
29011,11754,883,32,39,9
29013,16172,968,28,92,14
29015,19443,1346,32,85,19
29017,12133,1015,13,21,12
29019,180463,14698,382,691,54
29021,87364,6569,148,246,113
29023,42478,3096,85,137,20
29025,9020,599,13,26,8
29027,44743,4145,97,216,29
29029,46305,3510,84,174,66
29031,78871,7034,160,290,106
29033,8679,738,21,40,18
29035,5982,405,6,16,7
29037,105780,6459,279,364,62
29039,14349,612,25,50,9
29041,7426,381,16,26,3
29043,88595,6298,200,421,60
29045,6797,420,29,14,5
29047,249948,7115,220,379,119
29049,20387,1421,40,79,60
29051,76745,8173,121,325,101
29053,17709,1606,48,46,21
29055,23920,1916,51,116,21
29057,7561,395,7,14,10
29059,16878,757,17,29,19
29061,8278,531,12,21,10
29063,12547,860,24,38,21
29065,15573,771,29,29,9
29067,13185,715,27,46,20
29069,29131,2272,58,73,16
29071,103967,7664,325,522,122
29073,14706,798,40,49,31
29075,6571,683,24,40,17
29077,293086,21443,659,1342,333
29079,9850,776,29,39,28
29081,8352,735,40,46,10
29083,21824,1586,46,63,25
29085,9544,454,9,15,9
29087,4403,346,4,7,9
29089,10001,675,14,30,4
29091,40117,2639,99,152,41
29093,10125,453,9,19,1
29095,703011,60660,1902,3168,667
29097,121328,11110,349,596,182
29099,225081,17387,653,1095,153
29101,54062,3552,91,123,34
29103,3959,164,7,7,2
29105,35723,2742,73,132,55
29107,32708,2295,54,118,44
29109,38355,2550,35,153,60
29111,9776,607,24,38,3
29113,59013,3919,102,188,24
29115,11920,484,21,12,9
29117,15227,1193,46,59,25
29119,22837,1821,47,65,23
29121,15117,1071,53,70,10
29123,12088,1293,14,65,11
29125,8697,503,13,25,7
29127,28530,2520,38,106,32
29129,3617,156,6,13,2
29131,25619,2218,49,111,44
29133,13180,1180,11,33,20
29135,16132,1620,33,69,26
29137,8644,562,7,32,7
29139,11551,545,10,35,9
29141,20627,1567,27,61,31
29143,17076,1705,14,46,39
29145,58236,3797,98,198,60
29147,22092,2032,36,66,22
29149,10529,636,20,37,3
29151,13615,1306,29,55,9
29153,9174,485,41,26,5
29155,15805,1353,17,42,23
29157,19136,1954,19,55,22
29159,42339,4473,118,192,68
29161,44573,2811,116,173,103
29163,18302,1397,40,44,17
29165,104418,2793,89,218,27
29167,32149,2018,37,119,25
29169,52607,2864,59,86,33
29171,4696,209,3,3,2
29173,10309,718,8,41,9
29175,24748,1764,64,60,20
29177,23018,1318,50,102,15
29179,6270,253,8,10,2
29181,13288,747,18,34,9
29183,402022,30391,910,1450,316
29185,9397,514,11,39,5
29186,17894,1521,21,68,11
29187,67215,7179,136,344,79
29189,994205,67686,2254,3218,1358
29195,22761,2244,59,108,26
29197,4660,239,8,19,1
29199,4902,234,1,8,3
29201,38280,3587,66,131,68
29203,8166,449,12,12,9
29205,5930,330,9,22,4
29207,29025,2156,45,57,34
29209,31952,1849,64,123,28
29211,6089,726,22,22,12
29213,55928,4239,126,211,60
29215,25398,1475,37,79,20
29217,20563,1285,51,191,30
29219,35649,1876,69,113,11
29221,24730,2000,66,89,41
29223,12873,758,30,33,9
29225,39592,2803,105,195,45
29227,2013,132,4,6,1
29229,18289,1273,52,115,24
29510,300576,17569,545,735,293
30001,9453,835,19,29,8
30003,13319,2221,33,25,69
30005,6681,621,2,10,23
30007,6237,341,13,17,2
30009,10725,749,27,24,8
30011,1252,139,0,0,5
30013,81366,7178,224,231,122
30015,5635,428,15,22,5
30017,11402,1080,22,59,11
30019,1690,174,19,6,5
30021,8613,984,11,27,27
30023,9140,912,29,20,9
30025,2846,271,0,2,2
30027,11050,947,34,20,15
30029,103806,9656,313,335,60
30031,114434,10816,564,673,41
30033,1258,74,1,0,2
30035,13753,1400,30,40,24
30037,821,49,2,4,0
30039,3379,180,4,7,2
30041,16484,1787,35,90,37
30043,12221,891,36,53,7
30045,2007,81,2,2,0
30047,30458,1739,66,129,19
30049,69432,5573,216,364,49
30051,2337,103,2,1,1
30053,19980,1303,79,69,9
30055,1664,151,1,4,0
30057,8600,607,48,27,3
30059,1862,114,0,2,7
30061,4397,207,9,20,0
30063,119600,7273,336,310,60
30065,4633,283,9,5,7
30067,16606,990,50,48,7
30069,487,11,0,1,1
30071,3954,447,1,15,13
30073,5911,416,15,14,3
30075,1682,105,1,2,5
30077,6890,846,17,23,5
30079,1077,127,0,2,2
30081,43806,2366,53,108,27
30083,10803,946,25,31,12
30085,11004,1420,11,19,52
30087,8937,1079,15,20,30
30089,12113,531,14,62,5
30091,3309,374,4,12,5
30093,34915,3279,59,168,63
30095,9642,604,21,26,10
30097,3737,327,3,6,6
30099,6147,350,20,9,5
30101,4736,684,4,4,8
30103,696,50,3,0,1
30105,7396,703,12,21,9
30107,2126,153,0,9,6
30109,969,113,0,0,5
30111,161300,14776,258,407,174
31001,31363,2508,72,132,36
31003,6298,451,11,13,5
31005,463,18,0,1,0
31007,745,26,0,0,0
31009,465,18,0,1,0
31011,5192,459,14,28,4
31013,10783,833,9,35,9
31015,1919,167,4,2,3
31017,2955,211,1,3,2
31019,49659,4627,119,134,54
31021,6459,554,18,10,10
31023,8016,756,14,20,10
31025,26248,1966,67,164,14
31027,8402,594,12,11,10
31029,3924,411,14,34,3
31031,5689,259,3,4,6
31033,8910,793,11,36,15
31035,6203,598,9,37,11
31037,10709,1502,21,32,19
31039,8846,909,19,60,9
31041,10777,727,25,37,16
31043,20026,3608,35,70,56
31045,8589,583,13,23,18
31047,23595,2619,28,112,25
31049,1794,82,5,9,0
31051,5636,515,15,13,8
31053,36565,4184,106,184,48
31055,571327,58447,1348,3122,553
31057,1693,133,12,20,4
31059,5462,449,19,16,9
31061,2979,215,1,3,3
31063,2627,170,6,15,1
31065,4676,395,12,15,4
31067,21513,1956,49,89,16
31069,1837,101,2,7,1
31071,1969,134,4,1,3
31073,1990,172,6,11,4
31075,623,22,0,0,4
31077,2356,182,0,1,2
31079,61353,6364,208,246,104
31081,9324,799,28,36,15
31083,3380,191,6,3,0
31085,922,56,1,2,0
31087,2762,205,20,10,3
31089,10067,723,29,29,14
31091,682,49,1,0,2
31093,6445,491,9,20,14
31095,7046,590,14,23,1
31097,5071,593,10,21,7
31099,6495,605,10,23,4
31101,8034,632,6,45,3
31103,806,39,1,0,0
31105,3632,362,7,17,5
31107,8332,765,21,42,7
31109,319090,25107,759,1427,137
31111,34914,3268,71,150,39
31113,748,71,2,1,0
31115,664,38,1,3,0
31117,494,23,0,0,1
31119,35099,3954,57,117,40
31121,7755,686,29,56,11
31123,4642,436,5,19,15
31125,3519,361,3,9,10
31127,6972,542,17,36,12
31129,4148,328,9,4,1
31131,16012,1123,43,51,3
31133,2613,178,4,11,1
31135,2891,255,8,20,11
31137,9034,830,18,45,8
31139,7148,572,16,14,20
31141,33470,3676,50,82,45
31143,5213,368,9,13,9
31145,10724,1077,41,64,9
31147,7865,575,22,32,15
31149,1357,99,0,1,2
31151,14224,1829,27,45,3
31153,187196,17450,477,979,86
31155,21578,2067,119,141,11
31157,35618,3115,21,36,71
31159,17284,1228,28,49,25
31161,5246,405,5,16,13
31163,3001,165,9,3,4
31165,1166,30,2,2,0
31167,5920,338,4,21,8
31169,5003,431,19,24,3
31171,722,50,1,2,0
31173,7224,737,12,23,9
31175,4158,284,13,16,3
31177,20729,1797,65,65,17
31179,9385,907,8,19,6
31181,3487,289,4,5,4
31183,783,32,4,0,0
31185,13679,1335,38,35,9
32001,24909,1732,137,100,45
32003,2266715,202471,11308,15206,2873
32005,48905,2259,97,179,25
32007,52778,4143,119,153,40
32009,873,34,0,0,0
32011,2029,44,2,7,0
32013,16831,937,17,89,11
32015,5532,422,19,10,8
32017,5183,321,19,6,1
32019,57510,2458,102,169,49
32021,4505,231,17,24,4
32023,46523,2382,155,99,57
32027,6725,857,8,500,15
32029,4123,68,0,1,2
32031,471519,39679,1530,2009,567
32033,9580,419,11,53,4
32510,55916,726,0,0,8
33001,61303,2496,210,241,79
33003,48910,1268,171,143,4
33005,76085,1987,299,182,9
33007,31563,983,139,133,21
33009,89886,1614,198,172,10
33011,417025,23111,2020,2321,503
33013,151391,6092,433,665,92
33015,309769,14289,1379,1392,164
33017,130633,4917,493,614,47
33019,43146,855,175,138,8
34001,263670,19310,1719,1739,428
34003,932202,61469,3860,3994,2411
34005,445349,28717,1935,2614,668
34007,506471,37215,2203,2563,933
34009,92039,5609,418,463,153
34011,149527,11469,814,1063,273
34013,798975,59727,3559,3313,2480
34015,291636,19729,1336,1614,458
34017,672391,56285,3331,3640,1792
34019,124371,5321,488,404,145
34021,367430,23090,1241,1417,775
34023,825062,58093,3869,4090,1820
34025,618795,44025,3525,3675,1172
34027,491845,28721,2030,1982,1019
34029,607186,44975,3565,3704,1544
34031,501826,48089,1985,2070,1548
34033,62385,3938,262,430,126
34035,328934,18270,1214,1175,712
34037,140488,6918,733,692,245
34039,556341,47928,2519,2367,1621
34041,105267,5475,437,421,189
35001,679121,46763,1840,2891,702
35003,3527,70,4,5,3
35005,64615,7882,295,443,120
35006,26675,2500,61,133,84
35007,11941,632,29,48,33
35009,48954,4574,180,234,55
35011,1748,121,7,11,0
